	Unnamed: 0	Issue ID	Title
43	43	93804	"exempt extern ""C"" headers from -Wredundant-tags"
44	44	94336	template keyword accepted before destructor names
45	45	93929	In copy elision cases, fallback to lvalue even if rvalue overload resolution succeeds
46	46	93761	ICE when compiling a standard header as a header unit
47	47	93967	switch on exhaustive enum gives control reaches end of non-void function
48	48	93279	[9 Regression] C++ Template substitution ICE
49	49	93998	[10 Regression] ICE in adjust_temp_type, at cp/constexpr.c:1426
50	50	93299	[9 Regression] ICE in tsubst_copy, at cp/pt.c:15779
51	51	94050	[10 Regression] C++ ABI change on armv7hl-linux-gnueabi since r10-1302
52	52	94101	Variadic template deduction guide issue - error: 'In instantiation of'
53	53	94068	[9 Regression] Internal compiler error when trying to resolve function overload since r9-2384
54	54	93870	[8/9/10 Regression] User-defined conversion function not working in evaluation of template argument
55	55	93729	[concepts] binding bit-field to lvalue reference in requires expression should be SFINAE
56	56	94027	[10 Regression] ice in comptypes, at cp/typeck.c:1489 since r10-6907
57	57	94074	[10 Regression] bogus modifying a const object error with const COMPONENT_REF
58	58	93596	[10 Regression] ICE related to templates and vectors.
59	59	93425	[9/10 Regression] Template parameter deduction failure when template parameters have template template parameter since r9-3807-g5d9a0e3b99e31a21
60	60	94124	[10 Regression] conversion from ‘<brace-enclosed initializer list>’ to ‘F’ is ambiguous since r10-6388-ge98ebda074bf8fc5
61	61	94044	[10 Regression] internal compiler error: in comptypes, at cp/typeck.c:1490 on riscv64-unknown-linux-gnu and arm-eabi
62	62	94309	Fail to find post-increment operator in templated function
63	63	94186	[10 Regression] compiler incorrectly accepts a requires clause with predicate of non-bool type
64	64	94265	"wrong warning ""duplicated 'if' condition"""
65	65	94257	ICE in inline nested namespace
66	66	93824	bogus -Wredundant-tags on a first declaration in use
67	67	94078	bogus and missing -Wmismatched-tags on an instance of a template
68	68	94306	"Improve diagnostic when ""requires"" used instead of ""requires requires"" and add fix-it"
69	69	94592	[10 Regression] ICE in non-type template parameter with constexpr constructor
70	70	94126	[concepts] suboptimal diagnostic when type after substitution is ill-formed
71	71	94457	using ~VariableName in trailing return type deduction does not compile
72	72	94149	__is_constructible doesn't know about C++20 parenthesized init for arrays
73	73	94219	ICE in cxx_eval_bare_aggregate, at cp/constexpr.c:3790
74	74	93807	-std=c++2a allows to omit out-of-class declaration in template class
75	75	94549	"[10 Regression] Inherited and constrained constructors are ""ambiguous"" even if they aren't"
76	76	94719	ICE with constrained inherited constructor template from class template since r10-7859
77	77	94453	[10 Regression] ICE in make_decl_rtl since r10-3591
78	78	93597	[9 Regression] ICE in get_fns since r10-6219
79	79	94155	internal compiler error: in gimplify_init_ctor_eval, at gimplify.c:4664
80	80	94462	[10 Regression] ICE in duplicate_decls, at cp/decl.c:1456 since r10-6586-gd6ef77e023cfe0bb
81	81	94772	[10 Regression] constructing constexpr variables fail with delegated constexpr constructors
82	82	94701	coroutines: Wrong code for structured bindings.
83	83	94759	coroutines: rejects traits specialisation with non-class returns.
84	84	93343	coroutine ICE
85	85	94819	"[10 Regression] Inherited and constrained constructors are ""ambiguous"" even if they aren't Pt. 2"
86	86	94480	[10 Regression] ICE in cp_parser_abort_tentative_parse, at cp/parser.c:31858
87	87	94478	[10 Regression] ICE in comptypes, at cp/typeck.c:1486
88	88	94507	[8/9 Regression] internal compiler error: tree check: expected template_decl, have error_mark in tsubst_lambda_expr
89	89	93790	[10 Regression] Cannot initialize reference from std::reference_wrapper using direct- or list-initialization syntax in GCC 10 c++2a mode
90	90	94523	[10 Regression] error: 'constexpr' evaluation depth exceeds maximum of 512 (use '-fconstexpr-depth=' to increase the maximum) since r10-7490-g76f09260b7eccd6c
91	91	93639	[c++2a] Segfault on non type template parameter and consteval (master)
92	92	94946	[9/10/11 Regression] error: ‘template<class returnType> JSC::FunctionPtr::FunctionPtr(returnType (*)())’ cannot be overloaded since r10-7998-g5f1cd1da1a805c3d
93	93	93207	[concepts] Variadic concepts refuse to compile when function definition is not inline
94	94	94190	[10 Regression] error: no post-decrement operator for type since r10-7096-gd417b4f5414d9076
95	95	94426	[10 Regression] ICE in mangle_decl with -flto
96	96	94314	[10 Regression] Optimizing mismatched new/delete pairs since r10-2106-g6343b6bf3bb83c87
97	97	94632	[10 Regression] canonical types differ for identical types since r10-7622-g12f55e030ed068d5
98	98	94661	coroutine ramp function return value ICE for default copy CTOR.
99	99	94597	[10 Regression] ICE while using a concept checking for user defined conversion operator since r10-3735-gcb57504a55015891
100	100	93286	[10 Regression] ICE: tree check: did not expect class ‘type’, have ‘type’ (reference_type) in convert_from_reference, at cp/cvt.c:550 since g:e0d91792eec490d1
101	101	94682	coroutines: Promise param preview should get a reference to *this.
102	102	94510	[9 Regression] nullptr_t implicitly cast to zero twice in std::array
103	103	94733	[10 Regression] ICE: tree check: expected identifier_node, have tree_list in is_attribute_p, at attribs.h:155
104	104	94752	[coroutines] compiler ICE with coroutine with unnamed parameter
105	105	94760	coroutines: mismatch between traits and promise parameter preview.
106	106	94583	[10 Regression] ICE in get_defaulted_eh_spec, at cp/method.c:2421
107	107	94808	[ICE] [Regression] Segfault during diagnostics from concept check failure
108	108	95319	[10/11 Regression] Regression from gcc9.3 when inserting into a vector with an initializer list. Error: a GNU-style designated initializer for class
109	109	94926	[9/10/11 regression] invalid use of incomplete type not recogniced for static self reference of templated struct since r9-297-g683be2f77b3ce4db
110	110	94879	coroutines: ICE building folly in captures_temporary, at cp/coroutines.cc:2707
111	111	94883	coroutines: ICE building folly in verify_gimple_stmt, at tree-cfg.c:4959
112	112	94896	[10/11 regression] ICE: canonical types differ for identical types
113	113	94827	crash on requires clause in tparam list since r10-4424
114	114	94929	[8 Regression] GCC 8 chokes on std::max in alignas
115	115	94907	[10/11 Regression] ICE: Segmentation fault (in check_return_expr) since r10-8016-gbce54ed494fd0e61
116	116	95022	ICE: expected integer_cst, have call_expr
117	117	94454	ICE 'canonical types differ for identical types'
118	118	95003	coroutines: Wrong code for some reference capture cases.
119	119	95135	"Inconsistent CTAD behaviour with the ""new"" operator."
120	120	95598	[coroutines] Destructor for object returned from get_return_object() never called
121	121	93901	[10 Regression] noexcept specifier on ctor does not work with constexpr variable or expression since r10-4394
122	122	95160	Explicit specialization in non-namespace scope bug
123	123	95063	[11 Regression] ICE in tsubst_decl, at cp/pt.c:14633
124	124	95206	internal compiler error: in sign_mask, at wide-int.h:855
125	125	95225	[11 regression] build failure (ICE) starting with r11-477
126	126	95223	[11 regression] hash table checking failed: equal operator returns true for a pair of values with a different hash value
127	127	95233	Failure to compile regression in GCC 10.1 and 11 trunk with C++ 20
128	128	95299	sorry, unimplemented: mangling typename_type
129	129	93822	[8/9/10/11 Regression] ICE in make_ssa_name_fn, at tree-ssanames.c:279 since r7-536-g381cdae49785fc4b
130	130	93698	ICE on concept using generic lambda
131	131	95386	[10/11 Regression] ICE: in satisfaction_value, while compiling function with a requires clause since r10-3735-gcb57504a55015891
132	132	94644	Wrong is_nothrow_move_constructible result if used in a template first
133	133	95371	[10/11 Regression] ICE concepts with template template parameter since r10-3735-gcb57504a55015891
134	134	95311	[11 Regression] ICE in cp_ubsan_maybe_instrument_member_call at gcc/cp/cp-ubsan.c:136 since r11-578-g72af65b91cc2a2eb
135	135	95221	g++.dg/ubsan/vptr-12.C fails with -fstrong-eval-order=all
136	136	95466	[11 Regression] ICE in tree_operand_check, at tree.h:3794 since r11-578-g72af65b91cc2a2eb
137	137	95054	internal compiler error while overloading class constructor using variadic templates constraint by c++20 concepts
138	138	93152	derived_from on lambda arg causes ICE / uses wrong base, for some orders of template args on containing function
139	139	95232	[11 Regression] ICE in make_ssa_name_fn, at tree-ssanames.c:279 since r11-283-gf315d1477d5164cb
140	140	95878	ICE when compiling code that mixes an empty class, [[no_unique_address]] and non-trivial default and copy constructors
141	141	95193	[11 Regression] ICE in tsubst_decl, at cp/pt.c:14624
142	142	94817	ICE in add_stmt, at cp/semantics.c:392 since r10-6063-g49789fd08378e3ff
143	143	95050	"coroutine: no ""mandatory copy elision"" for prvalue await_resume expression."
144	144	95579	[10 Regression] internal compiler error: in sign_mask, at wide-int.h:855
145	145	95345	Fold expressions don't work properly when pack expression has co_await
146	146	93638	[concepts] Dependent names in requires clause reported as different types when function definition is not inline
147	147	95626	"[concepts] incorrect ambiguous overload with constraints ""A && !B"" vs ""!B"""
148	148	95066	[C++ 20] Incorrect successful compilation with a conditional explicit
149	149	95350	[coroutines] coroutines with move-only by-value parameters attempt to copy parameter instead of move it
150	150	95346	[coroutines] coroutine return-type should be initialised with rvalue if different from get_return_object() return-type
151	151	93467	"[concepts] getting ""type constraint differs in template redeclaration"" error after friend declaration in template"
152	152	94594	struct containing an aligned obj with stronger alignment, change the alignment accordingly instead of throwing an error, inconsistent with the C++ standard
153	153	95440	[coroutines] ICE with static members in promise_type
154	154	95562	[10/11 Regression] ICE when using noexcept depending on boolean template parameter since r10-1280-g78f7607db4c53f8c
155	155	95684	internal compiler error: Segmentation fault
156	156	95560	[8/11 Regression] ICE in comptypes, at cp/typeck.c:1498 since r7-4206-g84ff4775d41b716c
157	157	95705	Internal compiler error generated when using int cast as array index
158	158	95303	[concepts] Member type of class template is incorrectly printed in diagnostics when it fails to satisfy a concept
159	159	95678	[9 Regression] ICE in dependent_type_p, at cp/pt.c:25610
160	160	95728	[11 Regression] tree check: expected tree_list, have error_mark in tsubst_copy_and_build, at cp/pt.c:19594
161	161	95819	ICE: Segmentation fault signal terminated program cc1plus
162	162	95838	[10/11 Regression] ICE in lookup_vfn_in_binfo (Segmentation Fault)
163	163	95963	[11 Regression] ICE: Segmentation fault (in contains_struct_check)
164	164	95672	ICE in cxx_incomplete_type_diagnostic, at cp/typeck2.c:584
165	165	95510	[coroutines] ICE with consteval operator co_await
166	166	95477	[coroutines] coroutine result object not properly freed
167	167	94415	Implement DR 2237: Can a template-id name a constructor?
168	168	95789	[10/11 Regression] Const method is allowed to return non-const reference on template class
169	169	96219	New Feature (c++ core 727): explicit specialization in class definition should be allowed
170	170	95911	[8/9/10/11] returning && makes an error without any warning
171	171	95936	ICE in splice_late_return_type, at cp/pt.c:29114
172	172	95518	[coroutines] [[maybe_unused]] does not propagate to actor() and destroy()
173	173	95813	"Making static member function a coroutine may cause ""defined but not used"" warning for destroy(frame*) function"
174	174	95629	consteval operator== crashes compiler
175	175	95951	ICE in extract_call_expr, at cp/call.c:6614
176	176	95568	No CTAD with list initialization within templated entity
177	177	95736	coroutine method improperly copies awaitable
178	178	95711	namespace alias fails inside coroutine
179	179	94569	alignas(object) with a weaker (smaller) alignment than the alignas(type) of it's type compiles, inconsistent with the C++ standard
180	180	96039	Missing diagnostic: C++11 alignment specifier on bit-fields
181	181	96065	Move elision of returned automatic variable doesn't happen the variable is enclosed in a block
182	182	96021	missing -Wnonnull passing nullptr to a nonnull variadic lambda
183	183	96096	g++-10.1 silently ignores function violating const instead of refusing to compile
184	184	95984	[11 Regression] Internal compiler error: Error reporting routines re-entered. since r11-1697-g75ff24e1920ea6b1
185	185	96107	"[11 regression] ICE on invalid c++: ""Error reporting routines re-entered."" when using -Wall"
186	186	95511	Class template argument deduction: guide generated from constructor preferred over deduction-guide.
187	187	96123	[10, trunk] segment fault with NTTP fixed_string
188	188	96064	Defaulted constexpr spaceship operator triggers internal compiler error after including utility
189	189	95930	ICE: Segmentation fault signal terminated program cc1plus
190	190	95491	coroutines: awaited temporaries are never destructed
191	191	93892	Aggregate initialisation of std::array<nontrivial, large> takes forever to compile
192	192	96063	[10 Regression] mismatched-tags warnings in stdlib headers
193	193	96104	[10/11 Regression] internal compiler error: in finish_expr_stmt, at cp/semantics.c:681
194	194	96179	[10/11 Regression] g++-10.1 silently doesn't push_back the return of a void function
195	195	96283	undefined vtable error should indicate which members are missing
196	196	96314	ICE in verify_ctor_sanity, at cp/constexpr.c:3870
197	197	96790	Indirectly inherited default constructor doesn't zero-initialize
198	198	96732	[11 Regression] ice in pop_nested_class
199	199	95820	[10 Regression] ICE in splice_late_return_type, at cp/pt.c:29034
200	200	96874	Internal Compiler Error: Segmentation fault on class NTTP
201	201	96328	"[11 Regression] Single keyword ""friend"" makes GCC ICE in cp_lexer_previous_token, at cp/parser.c:769 since r11-891-g1dc83b460653c29f"
202	202	96721	[11 Regression] pseudo-destructor calls on pointers since r11-2238
203	203	96361	return type not deduced for a function template specialization given as argument of a template function
204	204	96310	Ignoring Wnonnull via pragma gcc diagnostics still produces a unwanted note
205	205	96411	"erroneous ""trait used in its own initializer"" error when using concepts in a requirement"
206	206	96218	DR 2032: Default template-arguments of variable templates
207	207	94765	Floating point type template parameter
208	208	95726	ICE with aarch64 __Float32x4_t as template argument
209	209	95824	[coroutines] compiler crash
210	210	95895	internal compiler error: in captures_temporary, at cp/coroutines.cc:2717
211	211	95823	[coroutines] compiler internal error in captures_temporary,
212	212	95591	[coroutines] ICE when co_yielding string literal from generator coroutine
213	213	95976	[[no_unique_address]] on union members has the opposite-of-intended effect
214	214	97055	Copy and move constructors shadowed by templatized constructor
215	215	96052	Unlike Clang, alignment specifier is ignored on empty no_unique_address members
216	216	96105	GCC not consistent on whether no_unique_address array is an empty data member
217	217	96082	"[9 Regression] GCC rejects the template disambiguator with ""typename"""
218	218	96518	g++ suggests a weird function when there's a lowercase mistake
219	219	96408	C++20 new attribute [[no_unique_address]] occurs internal compile error
220	220	97221	Returning an array unexpectedly favors const overload in return value's constructor
221	221	96106	[10/11 Regression] A friend abbreviated template function denies access to private members
222	222	96576	ICE when decltype std::index_sequence
223	223	96627	gcc raises compile-time segmentation fault on <=> = default
224	224	97297	typename wrongly required in out-of-class member function definitions
