	Unnamed: 0	Issue ID	Title
39	39	105419	[11 Regression] std::initializer_list<T> constructor invalid in C++20 mode
40	40	104667	[10 Regression] ICE in is_late_template_attribute, at cp/decl2.cc:1299
41	41	104720	internal compiler error: in tsubst_copy_and_build, at cp/pt.c:19817
42	42	104785	Generated defaulted constexpr operator== produces wrong code
43	43	104823	[12 Regression] narrowing conversion inside non-dependent decltype operand silently accepted ever since r12-6075
44	44	104608	[12 Regression] internal compiler error: in cp_parser_template_id, at cp/parser.cc:18367
45	45	104752	`Concept auto(x)` should not be a valid function-style cast
46	46	103969	generic lambda is rejected as a template argument default
47	47	104565	[10 Regression] constexpr template goes wrong with class and call to constexpr method
48	48	104055	Temporary with consteval constructor does not cause the deconstructor to be called
49	49	104837	tree check fail: in tree_operand_check, at tree.h:3948
50	50	104918	Pass information to let the linker tell the user which virtual members are missing
51	51	105060	[10/11] ICE with consteval function: internal compiler error: in cp_gimplify_expr, at cp/cp-gimplify.c:14879 with keep-inline-functions
52	52	104847	[11 Regression] ICE in write_unqualified_name, at cp/mangle.cc:1406
53	53	103968	[11 Regression] ICE and segfault when instantiating template with lvalue ref argument and nested template type
54	54	105067	[12 Regression] ICE: in operator[], at vec.h:889 since r12-7631-g9413bb55185b9e88
55	55	104225	[9 Regression] accepts-invalid new expression that uses deleted implicit default constructor of class specialization
56	56	105092	ICE with local with NULL DECL_CONTEXT on templatized OpenMP iterator
57	57	104476	[11 Regression] using-decl shadowed by member function when in incomplete-class context
58	58	104668	[12 Regression] ICE in lookup_attribute_spec, at attribs.cc:425
59	59	105265	[9 Regression] temporary object not destructed causing memory leaks
60	60	105223	[12 Regression] filter_memfn_lookup internal compiler error
61	61	105683	Infinite loop (at runtime) with construction of vector of variant
62	62	105003	[12 regression] ICE in new test case from r12-7710-gc7a6a32739d62d
63	63	104008	[11 Regression] New g++ folly compile error since r11-7931-ga2531859bf5bf6cf
64	64	105268	type/value mismatch when using variadic concept
65	65	104020	[coroutines] ICE in co_await function call with initializer_list arguments
66	66	105386	[11 Regression] Tuple in unevaluated context is instantiated; creates reference to void
67	67	105794	"[12/13 Regression] Spurious ""control reaches end of non-void function"" warning with a combination of destructor, try/catch and if (true)"
68	68	105734	"[12/13 Regression]: Incorrect ""error: invalid use of 'auto'"" for explicit destructor inside a template"
69	69	105425	[12/13 Regression] ambiguous template instantiation with hana::when
70	70	104319	better error message for parsing error when >= or >> ends a template variable.
71	71	104507	[10 Regression] internal compiler error: unexpected expression ‘(int)(__ret)’ of kind cast_expr
72	72	105064	[10 Regression] requires crashes gcc
73	73	105482	Regression with `>=` in a template argument
74	74	105304	[10 Regression] ICE segfault using ad-hoc concept with -Wall since r10-7441-ga7ea3d2ced786c45
75	75	105529	[13 Regression] cxx_eval_store_expression on arm because of ctor returning this since r13-160-g967cdbe6629653
76	76	103912	"ICE in a consteval function which returns a lambda which takes a ""non-POD"" argument and the consteval has other code"
77	77	104568	"[10 Regression] ICE [c++20] caused by option ""-std=c++20 -Wall"" when operand of operator new has size equal to 0"
78	78	105061	[10 Regression] [c++2a+] anonymous bitfield templated offset rejected
79	79	104513	[12 Regression] goto cdtor_label failures on arm since r12-5256
80	80	105982	[13 Regression] internal compiler error: in lookup_template_class, at cp/pt.cc:10361
81	81	104806	"Weird error message: did you mean ""__dt """
82	82	104472	ICE: SIGSEGV in cxx_eval_internal_function with __builtin_convertvector and -frounding-math
83	83	105256	[9/10 Regression] ICE compiling firefox-99
84	84	106084	using constructor fails to inherit consteval
85	85	105908	[12 Regression] out-of-class definition of templated method with decltype in trailing return type fails to compile
86	86	105575	Segment when riscv64-g++ compile .cc
87	87	104646	[9 Regression] ICE in cx_check_missing_mem_inits, at cp/constexpr.cc:845
88	88	105191	"[12 Regression] '<expression>' ""is not a constant expression"" regression in GCC 12"
89	89	106046	GCC fails to disambiguate call to static member function when inside a class template
90	90	105245	[10 Regression] ICE in clear_no_implicit_zero, in cp/constexpr.cc:1892
91	91	105718	Forward Declarations of Constrained Partially Specialized Class Templates Rejected
92	92	105622	[13 Regression] ICE in cxx_eval_store_expression with [[no_unique_address]] since r13-160-g967cdbe6629653
93	93	105716	[12/13 Regression] CTAD failure with member function returning auto as template argument
94	94	105569	[12/13 Regression] -Waddress warns on dynamic_cast
95	95	106287	Implicit virtual destructor needs to be explicitly defaulted for constant evaluation
96	96	105655	[12 Regression] ICE on invalid deduction
97	97	106291	Literal class can appear in the constant-expression of a declaration of a bit-field
98	98	105796	error: no matching function for call with variadic template function
99	99	105752	Template function can access private member
100	100	105634	[9/10/11 Regression] ICE: Floating point exception in maybe_warn_class_memaccess
101	101	105859	ICE in instantiate_decl
102	102	105901	[C++20] Code generation bug. Well-formed Program segfaults.
103	103	105882	A possible constexpr bug
104	104	106150	[DR 2084] union with more than one variant and non-trivial constructor is not accepted
105	105	104702	[12 Regression] False positive -Wunused-value warning with -fno-exceptions
106	106	105756	[12 Regression] ICE in cxx_eval_constant_expression at cp/constexpr.cc:7586: unexpected expression ‘ElemSize’ of kind template_parm_index
107	107	106311	[12/13 Regression] internal compiler error in redeclare_class_template
108	108	105842	rejects-valid: static member function overload set constrained by concepts for class template results in ambiguous call
109	109	106023	Would like to control the ELF visibility of template explicit instantiations
110	110	105871	ICE: in wide_int_to_tree_1, at tree.cc:1777 with __builtin_shufflevector() in C++ code
111	111	106034	internal compiler error: in type_node, at cp/module.cc:8736 using --with-long-double-format=ieee
112	112	106062	[13 Regression] ICE in build_builtin_unreachable since r13-1204-gd68d366425369649
113	113	105925	[11/12/13 Regression] Could not convert '{{0, 0.0}}' from '<brace-enclosed initializer list>' to 'X' since r12-954-g84fd1b5dff70cd74
114	114	106377	A injected-class-name with class/struct key of a private class is not accessible in the member of the derived class.
115	115	105931	[12/13 regression] ICE in cxx_eval_constant_expression
116	116	106125	[c++2a] Segmentation fault in constexpr initialization of static variable
117	117	106666	Anonymous struct incorrectly allows types with constructors if placed in a known sized array
118	118	106141	Better wording for warning: ‘Child’ has a base ‘Base<(& hello)>’ whose type uses the anonymous namespace [-Wsubobject-linkage]
119	119	105964	[12 Regression] Return type deduction fails during NTTP use of function dependent on template parameter
120	120	106174	"c++20: compilation fails erroneously with ""deallocation of already deallocated storage"""
121	121	106614	GCC skips using copy constructor when creating object using direct initialization in A a({A{}});
122	122	106134	[13 Regression] ICE in execute_todo, at passes.cc:2134 since r13-1204-gd68d366425369649
123	123	106152	New ICE compiling template expressions since r13-1045-gcb7fd1ea85feea7e
124	124	106178	"[13 Regression] Rejected code with ""is private within this context"" since r13-1390-g07ac550393d00fca"
125	125	106241	compiler can't handle large array of strings
126	126	106759	__has_builtin doesn't report __is_nothrow_constructible as supported
127	127	106372	error: redefinition of ‘const char *mangled function name*[]’
128	128	105758	[12 Regression] ICE in build_baselink since r12-6897
